    0.490294     0.584565           -1
     0.74368     0.955085            1
    0.956354     0.736251            1
      0.5677     0.266568           -1
    0.753513    0.0112641           -1
    0.507995     0.218561           -1
  0.00555192     0.753961           -1
    0.409384     0.172386           -1
    0.890901     0.771504            1
   0.0296858     0.873863            1
   0.0677593      0.80162           -1
    0.590672     0.241729           -1
    0.253928      0.86972            1
    0.762849     0.115623           -1
    0.478067     0.140434           -1
    0.309641     0.379752           -1
    0.825106     0.575789            1
     0.26534     0.677413           -1
    0.177013      0.80043            1
    0.795419     0.607519            1
    0.926802     0.553462            1
    0.320186     0.950102            1
    0.162648    0.0666802           -1
    0.223831     0.253728           -1
    0.887864     0.732212            1
    0.509708     0.661814            1
    0.568255     0.186031           -1
    0.787916     0.621387            1
    0.774207     0.316936            1
    0.821373      0.71673            1
    0.147021      0.33571           -1
    0.317056     0.774033            1
    0.396326     0.806542            1
    0.868655     0.707264            1
    0.322728     0.236403           -1
   0.0688028      0.97949           -1
   0.0925645     0.626285           -1
    0.576079     0.260068           -1
    0.246736     0.469838           -1
    0.914905     0.255794            1
    0.801242     0.290356            1
    0.387724     0.897572            1
     0.30964     0.622694           -1
    0.835491     0.333331            1
    0.587602     0.737353            1
     0.39344     0.367133           -1
    0.468213     0.449405           -1
   0.0679959    0.0571959           -1
    0.421317     0.961831            1
    0.255813     0.703507            1
    0.599414     0.621556            1
    0.639278     0.714709            1
    0.567524     0.469351            1
    0.671248     0.868097            1
    0.454187     0.954115            1
     0.16773     0.783267           -1
    0.455439     0.278341           -1
    0.117343     0.609345           -1
    0.824799     0.241434           -1
    0.246569     0.798635            1
    0.149005     0.806205           -1
    0.919958     0.360744            1
    0.344613     0.537435            1
    0.947749       0.3765            1
    0.901362     0.711525            1
    0.957437     0.545168            1
    0.570693     0.337157           -1
    0.267862    0.0176386           -1
    0.738795     0.984748            1
   0.0158899     0.127823           -1
    0.100811      0.47304           -1
    0.864839     0.966496            1
   0.0871709      0.90268           -1
    0.719226   0.00666826           -1
    0.794618     0.691353            1
    0.196142     0.774388            1
   0.0647889     0.393808           -1
    0.238834     0.429848           -1
    0.305579     0.723297           -1
    0.941996     0.529741            1
   0.0669777     0.512473           -1
     0.47936     0.983243            1
    0.947485     0.579761            1
     0.22389  0.000334511           -1
    0.929566     0.131422           -1
    0.807457     0.443191            1
    0.415454     0.439105           -1
     0.64285     0.974881            1
     0.45084      0.67936           -1
    0.130574     0.832887            1
    0.624297     0.672121            1
    0.503662     0.970271            1
    0.284794     0.499145           -1
    0.670568    0.0581462           -1
     0.78544     0.251611            1
    0.652304     0.968169            1
     0.91666     0.788152            1
    0.870826     0.576885            1
    0.574492    0.0100737           -1
    0.433678     0.663158            1
